Réf. Part.;Type partenaire;Code EPJ;RS EPJ;Adresse EPJ;Forçage;Motif forçage;Date forçage;Client;Statut;Taux;Code département;Denom part.;Adresse part.;CP part.;Ville part.;Blacklistage;Motif blacklistage;Date blacklistage
EG0425096;;54093379;"Audioprothésiste SAINT-BRICE-SOUS-FORET Optical Center";"Zae Les Perruches 95350 SAINT BRICE SOUS FORET";;;;53550706;Annonceur Module;Taux 2;095;"Optical Center - SAINT-BRICE-SOUS-FORET";"Rue René Cassin";95350;"SAINT-BRICE-SOUS-FORET";;;
EG0425098;;52915904;"Optical Center";"80 r Carnot 85300 CHALLANS";;;;09324735;Annonceur Module;Taux 2;085;"Optical Center - CHALLANS";"80 Rue Carnot";85300;"CHALLANS";;;
EG0425099;;51380877;"Chausséa Leers";"r Verdiers 59390 LYS LEZ LANNOY";;;;;Non Annonceur;Taux 3;059;"Optical Center - LEERS - LYS-LEZ-LANNOY";"ZAC Auchan Leers   Lieu Dit du Vert Pré  Rue des Verdiers";59451;"Lys-Lez-Lannoy";;;
EG0425100;;51549890;"Optical Center";"Champ de la Dispute 58200 COSNE COURS SUR LOIRE";;;;09324735;Annonceur Module;Taux 2;058;"Optical Center - COSNE-SUR-LOIRE";"Av du 85ème RI  Zone Commerciale Sud Champ de la dispute";58200;"COSNE COURS SUR LOIRE";;;
EG0425101;;53152093;"Optical Center";"r Duronne 07200 AUBENAS";;;;09324735;Annonceur Module;Taux 2;007;"Optical Center - AUBENAS";"Rue de la Garenche  ZAC du Ponson Moulon";07200;"Aubenas";;;
EG0425102;;52454926;"Optical Center";"329 rte Clisson 44230 SAINT SEBASTIEN SUR LOIRE";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - SAINT-SÉBASTIEN-SUR-LOIRE";"329 Route de Clisson";44230;"SAINT-SEBASTIEN-SUR-LOIRE";;;
EG0425103;;52915940;"Optical Center";"133   av 69ème Régiment d'Infanterie 54270 Essey lès Nancy";;;;09324735;Annonceur Module;Taux 2;054;"Optical Center - ESSEY-LÈS-NANCY";"133 Avenue 69 Régiment d'Infanterie";54270;"ESSEY LES NANCY";;;
EG0425104;;53395963;"Optical Center";"40 av Jean Mermoz 42160 ANDREZIEUX BOUTHEON";;;;53395963;Annonceur;Taux 3;042;"Optical Center - ANDRÉZIEUX-BOUTHÉON";"40 Avenue Jean Mermoz";42160;"ANDRÉZIEUX-BOUTHÉON";;;
EG0425105;;52915930;"Optical Center";"16 r Jacques Rueff 56000 VANNES";;;;53550706;Annonceur Module;Taux 2;056;"Optical Center - VANNES - ATLANVILLE";"16 rue Jacques Rueff";56000;"VANNES";;;
EG0425106;;59101873;"Audioprothésiste SOISSONS - VAUXBUIN Optical Center";"79 rte Chevreux 02200 SOISSONS";;;;53550706;Annonceur Module;Taux 2;002;"Optical Center - SOISSONS";"79  route de Chevreux  Parc Commercial des Moulins";02200;"SOISSONS";;;
EG0425107;;51835459;"Optical Center";"145 rte Metz 55100 HAUDAINVILLE";;;;09324735;Annonceur Module;Taux 2;055;"Optical Center - VERDUN HAUDAINVILLE";"Route de Metz";55100;"Haudainville";;;
EG0425108;;51621167;"Optical Center";"zac Granges 42600 Montbrison";;;;09324735;Annonceur Module;Taux 2;042;"Optical Center - MONTBRISON";"Rue de la Maisonnette  ZAC des Granges";42600;"MONTBRISON";;;
EG0425109;;52915942;"Optical Center";"4 r Saulcy 54300 Moncel lès Lunéville";;;;09324735;Annonceur Module;Taux 2;054;"Optical Center - MONCEL-LÈS-LUNEVILLE";"4 Rue du Saulcy";54300;"MONCEL-LÈS-LUNEVILLE";;;
EG0425110;;52417924;"Optical Center";"6 av François Mitterrand 47200 Marmande";;;;09324735;Annonceur Module;Taux 2;047;"Optical Center - MARMANDE";"6 Avenue François Mitterrand";47200;"MARMANDE";;;
EG0425112;;59191591;"Audioprothésiste ILLZACH - ILE NAPOLEON Optical Center";"13 r Berne 68110 Illzach";;;;53550706;Annonceur Module;Taux 2;068;"Optical Center - ILLZACH - ILE NAPOLEON";"13 Rue de Berne";68110;"ILLZACH";;;
EG0425113;;59195222;"Audioprothésiste CALUIRE-ET-CUIRE Optical Center";"86 av Gén Leclerc 69300 CALUIRE ET CUIRE";;;;53550706;Annonceur Module;Taux 2;069;"Optical Center - CALUIRE-ET-CUIRE";"86 Avenue Du General Leclerc";69300;"CALUIRE ET CUIRE";;;
EG0425114;;51510883;"Optical Center";"72 bd Charles de Gaulle 64140 Lons";;;;09324735;Annonceur Module;Taux 2;064;"Optical Center - LONS - LESCAR";"72 Boulevard Charles de Gaulle";64140;"LONS";;;
EG0425116;;53726555;"Optical Center";"20 av Pré Robert Nord 74200 ANTHY SUR LEMAN";;;;09324735;Annonceur Module;Taux 2;074;"Optical Center - THONON-LES-BAINS - ANTHY";"20 Avenue Pré Robert Nord";74200;"Anthy-sur-Leman";;;
EG0425117;;51906749;"Optical Center";"183 av Sénigallia 89100 SENS";;;;09324735;Annonceur Module;Taux 2;089;"Optical Center - SENS";"183 Avenue de Senigallia";89100;"SENS";;;
EG0425118;;52915926;"Optical Center BERGERAC - CREYSSE";"Zae Portes Dordogne 24100 CREYSSE";;;;09324735;Annonceur Module;Taux 2;024;"Optical Center - BERGERAC - CREYSSE";"ZAE Porte de la Dordogne  Lieu dit les Gilets";24100;"Creysse";;;
EG0425119;;54107856;"Optical Center BIGANOS";"23 rte Lacs 33380 BIGANOS";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - BIGANOS";"23 Route des Lacs";33380;"BIGANOS";;;
EG0425120;;53315300;"Optical Center";"16 r Victor Hugo 80000 AMIENS";;;;09324735;Annonceur Module;Taux 2;080;"Optical Center - AMIENS";"16 20 Rue Victor Hugo";80000;"AMIENS";;;
EG0425121;;51724413;"Optical Center";"1 F r Président Kennedy 44110 CHATEAUBRIANT";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - CHÂTEAUBRIANT";"1f Rue du Président Kennedy";44110;"CHÂTEAUBRIANT";;;
EG0425123;;51732030;"Optical Center";"30 crs Becquart Castelbon 38500 Voiron";;;;09324735;Annonceur Module;Taux 2;038;"Optical Center - VOIRON";"30 Cours Becquart Castelbon";38500;"VOIRON";;;
EG0425125;;52915957;"Optical Center";"13   bd Beaujoire 44300 Nantes";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - NANTES - LA BEAUJOIRE";"13 Boulevard de la Beaujoire";44300;"NANTES";;;
EG0425126;;52915944;"Optical Center";"7 zac Val Euromoselle 57280 Fèves";;;;09324735;Annonceur Module;Taux 2;057;"Optical Center - METZ - SEMÉCOURT";"7  rue de la Croix Blaise  Zone Commerciale Parc de la Cordillère";57280;"FÈVES";;;
EG0425127;;53225696;"Audioprothésiste RUEIL-MALMAISON Optical Center";"57 av Paul Doumer 92500 RUEIL MALMAISON";;;;53550706;Annonceur Module;Taux 2;092;"Optical Center - RUEIL-MALMAISON";"57 Avenue Paul Doumer";92500;"RUEIL MALMAISON";;;
EG0425129;;51644765;"Opticien Fougères Optical Center";"bd Michel Cointat 35300 FOUGERES";;;;53550706;Annonceur Module;Taux 2;035;"Optical Center - FOUGÈRES";"4 Boulevard Michel Cointat";35300;"FOUGERES";;;
EG0425130;;53859075;"Optical Center";"3 r Croisée 25400 TAILLECOURT";;;;09324735;Annonceur Module;Taux 2;025;"Optical Center - TAILLECOURT";"Rue de Belfort";25400;"TAILLECOURT";;;
EG0425131;;52915956;"Optical Center";"2 r Caravelle 27930 Guichainville";;;;09324735;Annonceur Module;Taux 2;027;"Optical Center - ÉVREUX - GUICHAINVILLE";"2  rue Caravelle  Zone Commerciale Carrefour";27930;"Guichainville";;;
EG0425132;;51916217;"Optical Center";"25 che Mûriers 69310 Pierre Bénite";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - PIERRE-BÉNITE";"25 Chemin des Mûriers";69310;"PIERRE BENITE";;;
EG0425133;;51849914;"Optical Center";"47   bd Grands Prés des Bordes 58000 Nevers";;;;51849914;Annonceur;Taux 3;058;"Optical Center - NEVERS";"47 Boulevard du Grands Prés des Bordes";58000;"NEVERS";;;
EG0425134;;51767269;"Optical Center";"ches D14 78410 Flins sur Seine";;;;09324735;Annonceur Module;Taux 2;078;"Optical Center - FLINS-SUR-SEINE";"Chemin D14 La Michardière";78410;"FLINS SUR SEINE";;;
EG0425135;;52000595;"Optical Center";"za Vauchelles 80132 VAUCHELLES LES QUESNOY";;;;09324735;Annonceur Module;Taux 2;080;"Optical Center - ABBEVILLE - VAUCHELLES";"Chemin de Bellecourt  Parc d'Activités de Vauchelles Les Quesnoy";80132;"Vauchelles-les-Quesnoy";;;
EG0425136;;52053552;"Optical Center";"1 r Maréchal Kellermann 57200 SARREGUEMINES";;;;09324735;Annonceur Module;Taux 2;057;"Optical Center - SARREGUEMINES";"1 Rue du Maréchal Kellermann";57200;"SARREGUEMINES";;;
EG0425137;;53106770;"Optical Center";"7 av Pierre Semard 26100 ROMANS SUR ISERE";;;;53550706;Annonceur Module;Taux 2;026;"Optical Center - ROMANS-SUR-ISÈRE";"7 Rue Pierre Sémard";26100;"ROMANS SUR ISERE";;;
EG0425138;;52915879;"Optical Center";"115 r Fusillés 59160 Lomme";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - LOMME - M.I.N";"115 Rue des Fusillés";59160;"LOMME";;;
EG0425139;;09220422;"Optical Center";"12 r Ambroise Paré 22360 LANGUEUX";;;;09324735;Annonceur Module;Taux 2;022;"Optical Center - SAINT-BRIEUC - LANGUEUX";"12  rue Ambroise Paré  Zone Ciale Langueux";22360;"LANGUEUX";;;
EG0425140;;51843890;"Optical Center";"20 av Franklin Roosevelt 77210 Avon";;;;09324735;Annonceur Module;Taux 2;077;"Optical Center - FONTAINEBLEAU - AVON";"20 Avenue Franklin Roosevelt";77210;"Avon";;;
EG0425141;;52002075;"Optical Center";"57 av Europe 60280 VENETTE";;;;09324735;Annonceur Module;Taux 2;060;"Optical Center - COMPIÈGNE - ZAC JAUX-VENETTE";"57 Avenue de l'Europe";60280;"MARGNY LES COMPIEGNE";;;
EG0425142;;51907377;"Optical Center";"all Air du Temps 77127 Lieusaint";;;;09324735;Annonceur Module;Taux 2;077;"Optical Center - SHOPPING PARC - CARRÉ SÉNART";"Allée de l'air du Temps";77127;"LIEUSAINT";;;
EG0425143;;52915932;"Optical Center";"r Danielle Casanova 31600 SEYSSES";;;;09324735;Annonceur Module;Taux 2;031;"Optical Center - SEYSSES - MURET";"Rue Danielle Casanova";31600;"Seysses";;;
EG0425144;;52018382;"Optical Center SAINT-MEDARD-EN-JALLES";"2 A av Berlincan 33160 SAINT MEDARD EN JALLES";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - SAINT-MÉDARD-EN-JALLES";"2A Avenue de Berlincan";33160;"SAINT-MÉDARD-EN-JALLES";;;
EG0425145;;52005227;"Optical Center";"4 r Pont de Villey 54200 Dommartin lès Toul";;;;09324735;Annonceur Module;Taux 2;054;"Optical Center - DOMMARTIN-LÈS-TOUL";"4 Rue du Pont de Villey";54200;"DOMMARTIN-LÈS-TOUL";;;
EG0425146;;51997074;"Optical Center";"25 r De Brack 57500 SAINT AVOLD";;;;09324735;Annonceur Module;Taux 2;057;"Optical Center - SAINT-AVOLD";"25 Rue de Brack";57500;"SAINT-AVOLD";;;
EG0425147;;54199441;"Optical Center";"rte Nationale 7 83480 PUGET SUR ARGENS";;;;54199441;Annonceur;Taux 3;083;"Optical Center - PUGET-SUR-ARGENS";"Route Nationale 7  ZAC de la Tuilière Est";83480;"PUGET SUR ARGENS";;;
EG0425148;;53137593;"Optical Center";"5 pl Victor Hugo 02000 LAON";;;;09324735;Annonceur Module;Taux 2;002;"Optical Center - LAON";"5 Place Victor Hugo";02000;"LAON";;;
EG0425149;;51834236;"Optical Center";"230 che Bastide Rouge 06150 CANNES";;;;09324735;Annonceur Module;Taux 2;006;"Optical Center - CANNES - LA BOCCA";"Chemin de la Bastide Rouge";06150;"CANNES";;;
EG0425150;;53931220;"Audioprothésiste REDON Optical Center";"1 av Jean Baptiste Lelièvre 35600 REDON";;;;53550706;Annonceur Module;Taux 2;035;"Optical Center - REDON";"1 Rue Jean Baptiste Lelièvre";35600;"Redon";;;
EG0425151;;52482629;"Audioprothésiste ROYAN Optical Center";"30 r Antoine de Lavoisier 17200 ROYAN";;;;53550706;Annonceur Module;Taux 2;017;"Optical Center - ROYAN";"30 Rue Antoine Laurent de Lavoisier";17200;"Royan";;;
EG0425152;;54456173;"Optical Center";"r Anatole France 59494 Petite Forêt";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - VALENCIENNES - PETITE-FORÊT";"Rue Anatole France";59494;"PETITE-FORÊT";;;
EG0425153;;53876558;"Optical Center";"584 av Mar Foch 40000 Mont de Marsan";;;;09324735;Annonceur Module;Taux 2;040;"Optical Center - MONT-DE-MARSAN";"584 Avenue du Maréchal Foch";40000;"MONT DE MARSAN";;;
EG0425154;;52003643;"Optical Center";"11 av Frais Fonds 62510 ARQUES";;;;09324735;Annonceur Module;Taux 2;062;"Optical Center - SAINT-OMER - ARQUES";"11 Avenue Frais Fonds";62510;"ARQUES";;;
EG0425155;;52078634;"Optical Center";"104 av Gabriel Péri 38400 SAINT MARTIN D'HERES";;;;09324735;Annonceur Module;Taux 2;038;"Optical Center - SAINT-MARTIN-D'HÈRES";"104 Avenue Gabriel Péri";38400;"SAINT-MARTIN-D'HÈRES";;;
EG0425156;;52915901;"Optical Center";"60 r Lille 59280 ARMENTIERES";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - ARMENTIÈRES";"60 Rue de Lille";59280;"ARMENTIÈRES";;;
EG0425157;;51944299;"Optical Center";"bd Creissel 11100 Narbonne";;;;09324735;Annonceur Module;Taux 2;011;"Optical Center - NARBONNE - BONNE-SOURCE";"Bd de Creissel  ZAC Bonne Source";11101;"Narbonne";;;
EG0425158;;52078936;"Optical Center";"24 qu Ledru Rollin 03100 Montluçon";;;;09324735;Annonceur Module;Taux 2;003;"Optical Center - MONTLUÇON";"24 Rue Albert Einstein";03100;"MONTLUÇON";;;
EG0425159;;54039298;"Opitical Center";"4 r Servent 34800 CLERMONT L'HERAULT";;;;09324735;Annonceur Module;Taux 2;034;"Optical Center - CLERMONT-L'HÉRAULT";"4 Rue du Servent";34800;"CLERMONT-L?HÉRAULT";;;
EG0425160;;52544576;"Optical Center";"151 r Glières 38150 SALAISE SUR SANNE";;;;09324735;Annonceur Module;Taux 2;038;"Optical Center - SALAISE-SUR-SANNE";"ZA Champ Rolland  151 Rue des Glières";38150;"SALAISE SUR SANNE";;;
EG0425161;;52915951;"Optical Center";"529 av Antibes 45200 Amilly";;;;09324735;Annonceur Module;Taux 2;045;"Optical Center - MONTARGIS - AMILLY";"529  rue st Firmin des Vignes  ZC Antibes";45200;"AMILLY";;;
EG0425164;;52915882;"Optical Center";"13   av Henri Barbusse 93150 Le Blanc Mesnil";;;;09324735;Annonceur Module;Taux 2;093;"Optical Center - LE BLANC-MESNIL";"13 Bis Avenue Henri Barbusse";93150;"LE BLANC MESNIL";;;
EG0425165;;52122851;"Optical Center";"30 av Libération 04100 Manosque";;;;09324735;Annonceur Module;Taux 2;004;"Optical Center - MANOSQUE";"30 Avenue de la Libération";04100;"MANOSQUE";;;
EG0425166;;52915925;"Optical Center";"car Espérance 14100 Lisieux";;;;53550706;Annonceur Module;Taux 2;014;"Optical Center - LISIEUX";"Route de Paris";14100;"Lisieux";;;
EG0425167;;53482987;"Audioprothésiste SAINT DIZIER Optical Center";"5 av Pierre Bérégovoy 52100 SAINT DIZIER";;;;53550706;Annonceur Module;Taux 2;052;"Optical Center - SAINT-DIZIER";"5 Avenue Pierre Bérégovoy";52100;"SAINT-DIZIER";;;
EG0425169;;53667654;"Optical Center";"28 pl Jean Jaurès 62300 Lens";;;;09324735;Annonceur Module;Taux 2;062;"Optical Center - LENS";"28 Place Jean Jaurès";62300;"LENS";;;
EG0425170;;52193558;"Optical Center";"6 r Jean Mermoz 54500 VANDOEUVRE LES NANCY";;;;09324735;Annonceur Module;Taux 2;054;"Optical Center - VANDOEUVRE-LÈS-NANCY";"6 Rue Jean Mermoz";54500;"VANDOEUVRE LES NANCY";;;
EG0425171;;52392157;"Optical Center";"8 av Gustave Eiffel 33600 Pessac";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - PESSAC";"8 Avenue Gustave Eiffel";33600;"PESSAC";;;
EG0425172;;52422650;"Optical Center";"96 r Bourguignons 92600 ASNIERES SUR SEINE";;;;53550706;Annonceur Module;Taux 2;092;"Optical Center - ASNIÈRES-SUR-SEINE";"96 Rue des Bourguignons";92600;"ASNIERES SUR SEINE";;;
EG0425173;;52463129;"Optical Center";"100 av Gén de Gaulle 38180 SEYSSINS";;;;09324735;Annonceur Module;Taux 2;038;"Optical Center - SEYSSINS";"100 Avenue du Général de Gaulle";38180;"SEYSSINS";;;
EG0425174;;52494831;"Optical Center";"1 bis zac Perget 31770 Colomiers";;;;09324735;Annonceur Module;Taux 2;031;"Optical Center - COLOMIERS";"1B Rue Antoine Lavoisier";31770;"COLOMIERS";;;
EG0425176;;52594683;"Optical Center";"Fontaine au Brun 44570 TRIGNAC";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - TRIGNAC";"Rue de la Fontaine au Brun";44570;"TRIGNAC";;;
EG0425177;;52580241;"Optical Center";"26 bd Strasbourg 93600 AULNAY SOUS BOIS";;;;09324735;Annonceur Module;Taux 2;093;"Optical Center - AULNAY-SOUS-BOIS";"26 Boulevard de Strasbourg";93600;"AULNAY SOUS BOIS";;;
EG0425178;;52915888;"Optical Center";"1 imm Vauban 59600 Maubeuge";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - MAUBEUGE";"1  Porte de Mons  Immeuble Vauban 1";59600;"MAUBEUGE";;;
EG0425179;;52915890;"Optical Center";"21 av Mar Foch 77500 CHELLES";;;;09324735;Annonceur Module;Taux 2;077;"Optical Center - CHELLES";"21 Avenue du Maréchal Foch";77500;"CHELLES";;;
EG0425180;;54539506;"Optical Center";"333 r Briqueterie 76400 Saint Léonard";;;;09324735;Annonceur Module;Taux 2;076;"Optical Center - FÉCAMP - SAINT-LÉONARD";"333  rue de la Briqueterie  Parc cial de Gran'voile";76400;"SAINT-LÉONARD";;;
EG0425181;;52915958;"Optical Center";"219 r Aretier 16430 CHAMPNIERS";;;;09324735;Annonceur Module;Taux 2;016;"Optical Center - ANGOULÊME - CHAMPNIERS";"219 Rue de l'Aretier";16430;"Champniers";;;
EG0425182;;52856859;"Optical Center";"69 r Gén Leclerc 88190 Golbey";;;;09324735;Annonceur Module;Taux 2;088;"Optical Center - ÉPINAL - GOLBEY";"69 Rue du Général Leclerc";88190;"GOLBEY";;;
EG0425183;;53376219;"Optical Center";"15 Commerce 67700 OTTERSWILLER";;;;09324735;Annonceur Module;Taux 2;067;"Optical Center - SAVERNE - OTTERSWILLER";"15 Rue du commerce";67700;"Otterswiller";;;
EG0425184;;53444626;"Audioprothésiste ROMORANTIN-LANTHENAY Optical Center";"8 A bd Paul Boncour 41200 ROMORANTIN LANTHENAY";;;;53550706;Annonceur Module;Taux 2;041;"Optical Center - ROMORANTIN-LANTHENAY";"8 Boulevard Paul Boncour";41200;"ROMORANTIN LANTHENAY";;;
EG0425185;;52745733;"OPTICAL CENTER";"9 bd Henri Dunant 90000 BELFORT";;;;09324735;Annonceur Module;Taux 2;090;"Optical Center - BELFORT";"Boulevard Henri Dunant";90000;"BELFORT";;;
EG0425186;;52915950;"Optical Center";"6 r Waldkirch 67600 SELESTAT";;;;53550706;Annonceur Module;Taux 2;067;"Optical Center - SÉLESTAT";"6 Rue de Waldkirch";67600;"SÉLESTAT";;;
EG0425187;;54095679;"Optical Center";"210 r Nationale 57600 FORBACH";;;;09324735;Annonceur Module;Taux 2;057;"Optical Center - FORBACH";"210 Rue Nationale";57600;"FORBACH";;;
EG0425188;;52915918;"Optical Center";"55 r Chatillon 25480 ECOLE VALENTIN";;;;09324735;Annonceur Module;Taux 2;025;"Optical Center - BESANÇON - VALENTIN";"55 Rue de Châtillon";25480;"ÉCOLE-VALENTIN";;;
EG0425189;;55268337;"Optical Center";"10 r Ferme Dambuc 76700 Gonfreville l'Orcher";;;;09324735;Annonceur Module;Taux 2;076;"Optical Center - LE HAVRE - GONFREVILLE L'ORCHER";"10 Rue de la Ferme Dambuc";76700;"GONFREVILLE L'ORCHER";;;
EG0425190;;52487435;"Optical Center";"37   av Europe 78140 Vélizy Villacoublay";;;;09324735;Annonceur Module;Taux 2;078;"Optical Center - VÉLIZY";"37 Avenue de l'Europe";78140;"VELIZY VILLACOUBLAY";;;
EG0425191;;57064350;"Optical Center ISTRES";"ccal Leclerc 13800 Istres";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - ISTRES";"Chemin du Bord de Crau  Centre Commercial E Leclerc";13800;"ISTRES";;;
EG0425192;;53396438;"Optical Center";"155 r Bretagne 61000 ALENCON";;;;53550706;Annonceur Module;Taux 2;061;"Optical Center - ALENÇON";"155 Rue de Bretagne";61000;"ALENÇON";;;
EG0425193;;53053466;"Optical Center";"r Ampère 62000 ARRAS";;;;09324735;Annonceur Module;Taux 2;062;"Optical Center - ARRAS";"Rue Ampère";62000;"ARRAS";;;
EG0425194;;53053464;"Optical Center Niort - Bessines";"r Peuplier Noir Zone Mude Form Sud 79000 Bessines";;;;53550706;Annonceur Module;Taux 2;079;"Optical Center - NIORT - BESSINES";"Zone de la Mude   Forum SUD  Rue du Peuplier Noir";79000;"Bessines";;;
EG0425195;;54576036;"Optical Center";"6 r Jean Jaurès 59290 WASQUEHAL";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - WASQUEHAL";"6 Rue Jean Jaurès";59290;"WASQUEHAL";;;
EG0425196;;53096528;"Optical Center";"234 av Maréchal Leclerc 71300 MONTCEAU LES MINES";;;;09324735;Annonceur Module;Taux 2;071;"Optical Center - MONTCEAU-LES-MINES";"234 Avenue Maréchal Leclerc";71300;"MONTCEAU LES MINES";;;
EG0425197;;54199440;"Audioprothésiste SAINT-GAUDENS Optical Center";"12 bd Landes 31800 ESTANCARBON";;;;53550706;Annonceur Module;Taux 2;031;"Optical Center - SAINT-GAUDENS";"12 Bd Des Landes  ZAC des Landes";31800;"ESTANCARBON";;;
EG0425198;;52915959;"Optical Center";"zac Luc 59187 Dechy";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - DECHY - SIN-LE-NOBLE";"Rue James Tobin";59187;"DECHY";;;
EG0425199;;53294819;"Optical Center VILLENEUVE-SUR-LOT";"24 av Jacques Bordeneuve 47300 Villeneuve sur Lot";;;;09324735;Annonceur Module;Taux 2;047;"Optical Center - VILLENEUVE-SUR-LOT";"24 Avenue Jacques Bordeneuve";47300;"VILLENEUVE SUR LOT";;;
EG0425200;;53589365;"Optical Center";"espa Commercial du Breau 77130 VARENNES SUR SEINE";;;;53589365;Annonceur;Taux 3;077;"Optical Center - VARENNES-SUR-SEINE";"Rue du Petit Fossard";77130;"VARENNES SUR SEINE";;;
EG0425201;;53487793;"Optical Center";"4 r Grand Morin 77120 Coulommiers";;;;09324735;Annonceur Module;Taux 2;077;"Optical Center - COULOMMIERS";"4 Rue du Grand Morin";77120;"COULOMMIERS";;;
EG0425202;;53403499;"Optical Center";"av Grand Sud 37170 CHAMBRAY LES TOURS";;;;09324735;Annonceur Module;Taux 2;037;"Optical Center - CHAMBRAY-LÈS-TOURS";"90 Avenue Grand Sud Avenue";37170;"CHAMBRAY LES TOURS";;;
EG0425203;;53161432;"Optical Center";"2   rte Saulaie 86000 Poitiers";;;;09324735;Annonceur Module;Taux 2;086;"Optical Center - POITIERS - SUD";"2 Route de la Saulaie  Zone Commerciale Auchan Sud";86000;"POITIERS";;;
EG0425204;;53290523;"OPTICAL CENTER";"14 quinquies Aire des Moissons 10410 SAINT PARRES AUX TERTRES";;;;09324735;Annonceur Module;Taux 2;010;"Optical Center - SAINT-PARRES-AUX-TERTRES - TROYES";"14 C Zone Commerciale l'Aire des Moissons";10410;"Saint-Parres-aux-Tertres";;;
EG0425205;;53161431;"Optical Center";"che Bois Candide 01210 FERNEY VOLTAIRE";;;;09324735;Annonceur Module;Taux 2;001;"Optical Center - FERNEY-VOLTAIRE";"Chemin du Bois Candide";01210;"FERNEY VOLTAIRE";;;
EG0425206;;59192221;"Audioprothésiste DOLE Optical Center";"3 r Léon Bel 39100 Dole";;;;53550706;Annonceur Module;Taux 2;039;"Optical Center - DOLE";"3D Rue Léon Bel";39100;"Dole";;;
EG0425207;;53405026;"Optical Center";"105 rte Lyon 03000 Moulins";;;;09324735;Annonceur Module;Taux 2;003;"Optical Center - MOULINS";"107 Route de Lyon";03000;"MOULINS";;;
EG0425209;;53477382;"Optical Center";"219 av Franklin Roosevelt 69150 Décines Charpieu";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - DECINES-CHARPIEU";"219 Avenue Franklin Roosevelt";69150;"DECINES CHARPIEU";;;
EG0425210;;52915947;"Optical Center Toulon - Les Espaluns";"245 av Université 83160 LA VALETTE DU VAR";;;;53550706;Annonceur Module;Taux 2;083;"Optical Center - TOULON - LES ESPALUNS";"245  avenue de l'Université  ZAC la Valette   Carrefour des Espaluns";83160;"LA VALETTE-DU-VAR";;;
EG0425212;;08266215;"Audioprothésiste QUIMPER Optical Center";"34 r Am Ronarc'h 29000 QUIMPER";;;;53550706;Annonceur Module;Taux 2;029;"Optical Center - QUIMPER";"34 Rue de l'Amiral Ronarc'h";29000;"QUIMPER";;;
EG0425213;;08835446;"Optical Center";"2 r Liège 56100 Lorient";;;;09324735;Annonceur Module;Taux 2;056;"Optical Center - LORIENT";"2 Rue de Liège";56100;"LORIENT";;;
EG0425214;;51716011;"Audioprothésiste QUIMPER - GOURVILY Optical Center";"10 all Quatre Lejeune 29000 QUIMPER";;;;53550706;Annonceur Module;Taux 2;029;"Optical Center - QUIMPER - GOURVILY";"68 Route du Loc'h";29000;"QUIMPER";;;
EG0425215;;50091636;"Optical Center";"  r Andrei Sakharov 56600 Lanester";;;;09324735;Annonceur Module;Taux 2;056;"Optical Center - LANESTER";"Rue Andrei Sakharov";56600;"LANESTER";;;
EG0425216;;53055989;"Audioprothésiste PONTIVY Optical Center";"5 r Mathurin Onno 56300 PONTIVY";;;;53550706;Annonceur Module;Taux 2;056;"Optical Center - PONTIVY";"Rue Albert de Mun";56300;"PONTIVY";;;
EG0425217;;53142303;"Optical Center";"89 r Georges Clemenceau 35400 Saint Malo";;;;09324735;Annonceur Module;Taux 2;035;"Optical Center - SAINT-MALO - SAINT-SERVAN";"89 Rue Georges Clemenceau";35400;"SAINT-MALO";;;
EG0425219;;09441201;"Optical Center LAVAL";"1 av Bozées 53000 Laval";;;;09324735;Annonceur Module;Taux 2;053;"Optical Center - LAVAL";"Avenue de la Communauté Européenne";53000;"LAVAL";;;
EG0425220;;50330477;"Optical Center";"1   bd Hunaudières 72230 Ruaudin";;;;53550706;Annonceur Module;Taux 2;072;"Optical Center - LE MANS - LES HUNAUDIÈRES";"1 Bd des Hunaudières  ZAC les Hunaudières";72230;"Ruaudin";;;
EG0425221;;08701627;"Optical Center";"9 r St Charles 72000 Le Mans";;;;09324735;Annonceur Module;Taux 2;072;"Optical Center - LE MANS";"9 11 Rue Saint Charles";72000;"LE MANS";;;
EG0425223;;54881215;"Optical Center";"113 rte Moissac 82100 CASTELSARRASIN";;;;09324735;Annonceur Module;Taux 2;082;"Optical Center - CASTELSARRASIN";"RN   113  route de Moissac  ZI de l'Artel";82100;"CASTELSARRASIN";;;
