Réf. Part.;Type partenaire;Code EPJ;RS EPJ;Adresse EPJ;Forçage;Motif forçage;Date forçage;Client;Statut;Taux;Code département;Denom part.;Adresse part.;CP part.;Ville part.;Blacklistage;Motif blacklistage;Date blacklistage
EG0425283;;55431985;"Optical Center";"  r Pruniers 43120 Monistrol sur Loire";;;;09324735;Annonceur Module;Taux 2;043;"Optical Center - MONISTROL-SUR-LOIRE";"Rue des Pruniers  ZA Le Pêcher";43120;"MONISTROL SUR LOIRE";;;
EG0425284;;54891131;"Opticien AVIGNON - LES ANGLES Optical Center";"6 av Tavel 30133 LES ANGLES";;;;09324735;Annonceur Module;Taux 2;030;"Optical Center - AVIGNON - LES ANGLES";"Avenue de Tavel";30133;"LES ANGLES";;;
EG0425285;;50479613;"Optical Center";"5290 rte Montluçon 36330 LE POINCONNET";;;;09324735;Annonceur Module;Taux 2;036;"Optical Center - CHÂTEAUROUX - LE POINÇONNET";"Zone Commerciale le Forum";36330;"LE POINÇONNET";;;
EG0425286;;09260659;"Optical Center";"64 r Denis Papin 41000 Blois";;;;09324735;Annonceur Module;Taux 2;041;"Optical Center - BLOIS";"64 68 Rue Denis Papin";41000;"BLOIS";;;
EG0425288;;08651024;"Optical Center";"2 r Léon Serpollet 87280 LIMOGES";;;;09324735;Annonceur Module;Taux 2;087;"Optical Center - LIMOGES - NORD";"2  Rue Léon Serpollet";87280;"LIMOGES";;;
EG0425289;;53710414;"Optical Center";"4 r Piron 21000 Dijon";;;;09324735;Annonceur Module;Taux 2;021;"Optical Center - DIJON - CENTRE VILLE";"Rue Piron";21000;"DIJON";;;
EG0425290;;59192230;"Audioprothésiste DIJON - QUETIGNY Optical Center";"2 r Commerce 21800 Quetigny";;;;53550706;Annonceur Module;Taux 2;021;"Optical Center - DIJON - QUÉTIGNY";"Rue du Commerce";21800;"QUÉTIGNY";;;
EG0425291;;55268338;"Optical Center";"19 qu Continsouza 19000 TULLE";;;;09324735;Annonceur Module;Taux 2;019;"Optical Center - TULLE";"19 Quai Victor Continsouza";19000;"Tulle";;;
EG0425292;;56105472;"Audioprothésiste SABLE-SUR-SARTHE Optical Center";"2 rte Du Mans 72300 SABLE SUR SARTHE";;;;53550706;Annonceur Module;Taux 2;072;"Optical Center - SABLÉ-SUR-SARTHE";"2 Route du Mans";72300;"SABLE SUR SARTHE";;;
EG0425294;;55557180;"Optical Center";"720 bd Prairie 44150 Saint Géréon";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - SAINT-GÉRÉON-ANCENIS";"720 Boulevard de la Prairie";44150;"SAINT-GÉRÉON";;;
EG0425297;;55710961;"Optical Center";"77 r Louvière 78120 RAMBOUILLET";;;;53550706;Annonceur Module;Taux 2;078;"Optical Center - RAMBOUILLET";"77 Rue de la Louvière";78120;"RAMBOUILLET";;;
EG0425298;;55354500;"Optical Center Dijon Chenôve";"51 r Longvic 21300 CHENOVE";;;;09324735;Annonceur Module;Taux 2;021;"Optical Center - DIJON - CHENOVE";"Rue de Longvic";21300;"CHENOVE";;;
EG0425299;;55772735;"Optical CenterOptical Center BEAUNE";"16 bd Jules Ferry 21200 BEAUNE";;;;09324735;Annonceur Module;Taux 2;021;"Optical Center - BEAUNE";"16 Boulevard Jules Ferry";21200;"BEAUNE";;;
EG0425300;;55603662;"Optical Center";"794 rte Domfront 61100 Flers";;;;09324735;Annonceur Module;Taux 2;061;"Optical Center - FLERS";"794 Route de Domfront";61100;"FLERS";;;
EG0425301;;55754630;"Optical Center";"3 zi Villejames 44350 Guérande";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - GUÉRANDE";"3 rue de la Briquerie  ZI de VILLEJAMES";44350;"GUERANDE";;;
EG0425302;;55533401;"Optical Center";"r Champ le Roi 88300 NEUFCHATEAU";;;;09324735;Annonceur Module;Taux 2;088;"Optical Center - NEUFCHÂTEAU";"Champ le Roi";88300;"NEUFCHÂTEAU";;;
EG0425304;;55563247;"Optical Center";"13 r Mur Du Parc 78240 CHAMBOURCY";;;;09324735;Annonceur Module;Taux 2;078;"Optical Center - CHAMBOURCY";"13 Rue du Mur du Parc";78240;"CHAMBOURCY";;;
EG0425305;;55628400;"Optical Center SECLIN";"90 r Commerce 59113 SECLIN";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - SECLIN";"90 Rue du Commerce";59113;"SECLIN";;;
EG0425306;;55557333;"Optical Center";"77 crs Mar Foch 33720 Podensac";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - PODENSAC";"77B Cours du Mal Foch";33270;"PODENSAC";;;
EG0425307;;59101848;"Opticien AURILLAC Optical Center";"26   r Carmes 15000 Aurillac";;;;09324735;Annonceur Module;Taux 2;015;"Optical Center - AURILLAC";"26 Rue des Carmes";15000;"AURILLAC";;;
EG0425308;;55758308;"Optical Center PITHIVIERS";"155   r Flora Tristan 45300 Pithiviers";;;;09324735;Annonceur Module;Taux 2;045;"Optical Center - PITHIVIERS";"ZAC de Senives  155 Rue Flora Tristan";45300;"PITHIVIERS";;;
EG0425309;;55843169;"Optical Center";"342 r Abbaye 76210 GRUCHET LE VALASSE";;;;09324735;Annonceur Module;Taux 2;076;"Optical Center - BOLBEC - GRUCHET-LE-VALASSE";"342 Rue de l'Abbaye";76210;"GRUCHET LE VALASSE";;;
EG0425311;;55807401;"Optical Center MORSCHWILLER-LE-BAS";"2 r Source 68790 Morschwiller le Bas";;;;09324735;Annonceur Module;Taux 2;068;"Optical Center - MORSCHWILLER-LE-BAS";"2 Rue de la Source";68790;"MORSCHWILLER LE BAS";;;
EG0425313;;55690982;"Optical Center";"77 r Ernest Bradfer 55000 BAR LE DUC";;;;53550706;Annonceur Module;Taux 2;055;"Optical Center - BAR-LE-DUC";"77 rue Bradfer  Parc Bradfer";55000;"BAR LE DUC";;;
EG0425314;;55675678;"Optical Center";"92 bd Irène Joliot Curie 69200 Vénissieux";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - VÉNISSIEUX";"92 Boulevard Irène Joliot Curie";69200;"VENISSIEUX";;;
EG0425315;;55849705;"Opticien MIONS - SAINT-PRIEST Optical Center";"145 rte Mions 69800 SAINT PRIEST";;;;53550706;Annonceur Module;Taux 2;069;"Optical Center - MIONS - SAINT-PRIEST";"145 route d'Heyrieux   Mions";69800;"SAINT-PRIEST";;;
EG0425316;;52915936;"Optical Center";"r Louis Joseph Gay Lussac 34500 BEZIERS";;;;09324735;Annonceur Module;Taux 2;034;"Optical Center - BÉZIERS";"Rue Louis Joseph Gay Lussac  ZAC de Décathlon   ZAE la Giniesse";34500;"BEZIERS";;;
EG0425317;;56008198;"Optical Center";"7 r René Cassin 71100 Chalon sur Saône";;;;09324735;Annonceur Module;Taux 2;071;"Optical Center - CHALON-SUR-SAÔNE-ZAC CHALON 2";"7 rue René Cassin";71100;"CHALON SUR SAONE";;;
EG0425320;;56028798;"Optical Center";"5 quinquies r Fort 67118 Geispolsheim";;;;09324735;Annonceur Module;Taux 2;067;"Optical Center - GEISPOLSHEIM";"5C rue du Fort";67118;"GEISPOLSHEIM";;;
EG0425321;;56015162;"Opticien BONNEVEINE Optical Center";"33 av Hambourg 13008 Marseille";;;;53550706;Annonceur Module;Taux 2;013;"Optical Center - MARSEILLE - BONNEVEINE";"33 Avenue de Hambourg";13008;"MARSEILLE";;;
EG0425322;;55737297;"Optical Center";"780 bis av Henri Dunant 82000 MONTAUBAN";;;;09324735;Annonceur Module;Taux 2;082;"Optical Center - MONTAUBAN - SAPIAC";"780 Bis  Avenue Henri Dunant  ZA Sapiac";82000;"MONTAUBAN";;;
EG0425323;;55818355;"Optical Center DIGNE-LES-BAINS";"9 r Nicephone Niepce 04000 DIGNE LES BAINS";;;;09324735;Annonceur Module;Taux 2;004;"Optical Center - DIGNE-LES-BAINS";"9 Rue Nicéphore Niépce";04000;"DIGNE LES BAINS";;;
EG0425325;;55849558;"Optical Center";"av Terres St Jean 88000 Epinal";;;;09324735;Annonceur Module;Taux 2;088;"Optical Center - ÉPINAL - TERRES-SAINT-JEAN";"ZAC des Terres Saint Jean  Avenue des Terres Saint Jean";88000;"EPINAL";;;
EG0425326;;56264771;"Optical Center LA TESTE-DE-BUCH";"401 av Vulcain 33260 La Teste de Buch";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - LA TESTE-DE-BUCH";"401 avenue Vulcain";33260;"LA TESTE DE BUCH";;;
EG0425327;;55825058;"Optical Center";"380 av Marcou Delanglade 84140 MONTFAVET";;;;53550706;Annonceur Module;Taux 2;084;"Optical Center - AVIGNON - MISTRAL 7";"380 av  Marcou Delanglade";84140;"AVIGNON";;;
EG0425329;;55817638;"Optical Center";"3 pl Belgique 92250 La Garenne Colombes";;;;09324735;Annonceur Module;Taux 2;092;"Optical Center - LA-GARENNE-COLOMBES";"3 Place de Belgique";92250;"LA GARENNE COLOMBES";;;
EG0425330;;56067504;"Audioprothésiste SAINT-CHAMOND Optical Center";"2 sq Croix Gauthier 42400 SAINT CHAMOND";;;;53550706;Annonceur Module;Taux 2;042;"Optical Center - SAINT-CHAMOND";"2B  Square Croix Gauthier";42400;"SAINT-CHAMOND";;;
EG0425331;;56171704;"Optical Center";"rte Lyon 69530 BRIGNAIS";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - BRIGNAIS";"Parc d'affaires Brignais 2000  Route de Lyon";69530;"BRIGNAIS";;;
EG0425332;;53552816;"Optical Center";"7 bd Jean Monnet 94350 VILLIERS SUR MARNE";;;;09324735;Annonceur Module;Taux 2;094;"Optical Center - VILLIERS-SUR-MARNE";"7 Boulevard Jean Monnet";94350;"VILLIERS SUR MARNE";;;
EG0425334;;56457921;"Optical Center";"av Pince Vent 94430 CHENNEVIERES SUR MARNE";;;;09324735;Annonceur Module;Taux 2;094;"Optical Center - ORMESSON - CHENNEVIÈRES-SUR-MARNE";"Avenue de Pincé Vent";94430;"CHENNEVIERES SUR MARNE";;;
EG0425335;;53650279;"Optical Center";"zi Château Gaillard 35470 BAIN DE BRETAGNE";;;;09324735;Annonceur Module;Taux 2;035;"Optical Center - BAIN-DE-BRETAGNE";"Parc d'activités château Gaillard  Rue des Estuaires";35470;"BAIN DE BRETAGNE";;;
EG0425336;;56183442;"Optical Center HOUSSEN";"r Mariafeld 68125 Houssen";;;;09324735;Annonceur Module;Taux 2;068;"Optical Center - HOUSSEN";"Rue du Mariafeld";68125;"HOUSSEN";;;
EG0425337;;56312680;"Optical Center Amiens - Dury";"1 pl Bouleaux 80090 AMIENS";;;;09324735;Annonceur Module;Taux 2;080;"Optical Center - AMIENS - DURY";"1 place des Bouleaux  Centre Oasis Dury";80480;"DURY";;;
EG0425338;;55892187;"Optical Center";"52 av Indes 97410 SAINT PIERRE";;;;53550706;Annonceur Module;Taux 2;974;"Optical Center - SAINT-PIERRE DE LA RÉUNION";"50 Av  des Indes";97410;"SAINT-PIERRE";;;
EG0425339;;56060344;"Optical Center BLOIS - VINEUIL";"4 r Lavoisier 41350 VINEUIL";;;;09324735;Annonceur Module;Taux 2;041;"Optical Center - BLOIS - VINEUIL";"4 rue Lavoisier";41350;"VINEUIL";;;
EG0425341;;55957814;"Opticien GRASSE Optical Center";"303 rte Cannes 06130 GRASSE";;;;09324735;Annonceur Module;Taux 2;006;"Optical Center - GRASSE";"303 309 route de Cannes";06130;"GRASSE";;;
EG0425342;;56568219;"Optical Center";"9 r Dorian 42700 FIRMINY";;;;09324735;Annonceur Module;Taux 2;042;"Optical Center - FIRMINY";"9 Rue Dorian";42700;"FIRMINY";;;
EG0425343;;56308615;"Optical Center";"5 pl Gare 06400 CANNES";;;;09324735;Annonceur Module;Taux 2;006;"Optical Center - CANNES - CENTRE-VILLE";"5 Place de la Gare";06400;"CANNES";;;
EG0425344;;56277403;"Optical Center";"le Bas Faure 87110 LE VIGEN";;;;09324735;Annonceur Module;Taux 2;087;"Optical Center - LIMOGES - BOISSEUIL";"Z C Boisseuil Le Vigen  Lot La Tour 60 lieu dit le Basfaure";87110;"LE VIGEN";;;
EG0425345;;57028540;"Optical Center";"  La Baratière 35500 Vitré";;;;09324735;Annonceur Module;Taux 2;035;"Optical Center - VITRÉ";"Le Grand Bonnais";35500;"VITRE";;;
EG0425346;;56298787;"Optical Center MIMIZAN";"52 av Bordeaux 40200 Mimizan";;;;09324735;Annonceur Module;Taux 2;040;"Optical Center - MIMIZAN";"52 avenue de Bordeaux";40200;"MIMIZAN";;;
EG0425347;;56198730;"Optical Center ROCHEFORT";"14 r Villeneuve Montigny 17300 ROCHEFORT";;;;09324735;Annonceur Module;Taux 2;017;"Optical Center - ROCHEFORT";"14 Rue Villeneuve Montigny";17300;"ROCHEFORT";;;
EG0425348;;56829026;"Optical Center";"4 za Kérampéru 29900 Concarneau";;;;09324735;Annonceur Module;Taux 2;029;"Optical Center - CONCARNEAU";"4 Rue René Madec  Zone de Keramperu";29900;"CONCARNEAU";;;
EG0425349;;56168998;"Optical Center COUTRAS";"ld Atelier 33230 COUTRAS";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - COUTRAS";"22 À l'Atelier";33230;"COUTRAS";;;
EG0425350;;56198189;"Optical Center";"av Bischwiller 14500 VIRE NORMANDIE";;;;09324735;Annonceur Module;Taux 2;014;"Optical Center - VIRE";"Avenue de Bischwiller";14500;"VIRE";;;
EG0425351;;56486444;"Optical Center";"26 A r Moissons 59520 MARQUETTE LEZ LILLE";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - MARQUETTE-LEZ-LILLE";"26 Rue des Moissons  ZAC Haut Touquet";59520;"MARQUETTE LEZ LILLE";;;
EG0425352;;08452123;"Optical Center";"14 av Geispolsheim 56860 SENE";;;;09324735;Annonceur Module;Taux 2;056;"Optical Center - VANNES - SÉNÉ";"14 Avenue de Geispolsheim";56860;"SENE";;;
EG0425353;;56028799;"Optical Center";"1725 rte Départementale 6007 06270 VILLENEUVE LOUBET";;;;09324735;Annonceur Module;Taux 2;006;"Optical Center - VILLENEUVE LOUBET";"1725 route nationale 7";06270;"VILLENEUVE-LOUBET";;;
EG0425354;;56079592;"Optical Center HAZEBROUCK";"109   r Merville 59190 Hazebrouck";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - HAZEBROUCK";"109 rue de Merville  ZC Commerciale E Leclerc";59190;"HAZEBROUCK";;;
EG0425355;;56202319;"Optical Center";"20 r Childebert 69002 Lyon";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - LYON - RÉPUBLIQUE";"20 Rue Childebert";69002;"LYON";;;
EG0425356;;56146711;"Optical Center REIMS - CENTRE-VILLE";"24 r Colbert 51100 Reims";;;;09324735;Annonceur Module;Taux 2;051;"Optical Center - REIMS - CENTRE-VILLE";"24 Rue Colbert";51100;"REIMS";;;
EG0425357;;56119130;"Optical Center";"692 av 8 Mai 84120 Pertuis";;;;09324735;Annonceur Module;Taux 2;084;"Optical Center - PERTUIS";"692 Avenue du 8 Mai 1945";84120;"PERTUIS";;;
EG0425358;;56447829;"Optical Center TRELISSAC";"La Feuilleraie 24750 TRELISSAC";;;;09324735;Annonceur Module;Taux 2;024;"Optical Center - TRÉLISSAC";"Centre Commercial La Feuilleraie  Bât  D";24750;"TRELISSAC";;;
EG0425359;;56872625;"Audioprothésiste REMIREMONT Optical Center";"8 fg Alsace 88200 REMIREMONT";;;;53550706;Annonceur Module;Taux 2;088;"Optical Center - REMIREMONT";"8 Faubourg d'Alsace";88200;"REMIREMONT";;;
EG0425360;;56225378;"Optical Center";"rte Pontoise 95100 ARGENTEUIL";;;;09324735;Annonceur Module;Taux 2;095;"Optical Center - ARGENTEUIL";"136 Route de Pontoise";95100;"ARGENTEUIL";;;
EG0425363;;56319409;"Optical Center";"160 av Franklin Roosevelt 69500 BRON";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - BRON";"160  av  Franklin Roosevelt";69500;"BRON";;;
EG0425365;;56476148;"Optical Center";"7   r Moutons 76190 Yvetot";;;;09324735;Annonceur Module;Taux 2;076;"Optical Center - YVETOT";"7 rue des Moutons  ZAC E Leclerc";76190;"YVETOT";;;
EG0425366;;56171537;"Optical Center BOURGES - SAINT-GERMAIN-DU-PUY";"9081 r Vignes 18390 SAINT GERMAIN DU PUY";;;;53550706;Annonceur Module;Taux 2;018;"Optical Center - BOURGES - SAINT-GERMAIN-DU-PUY";"9081   Rue des Vignes";18390;"ST GERMAIN DU PUY";;;
EG0425367;;56394682;"Optical Center";"  zac Val Sologne 45500 Gien";;;;09324735;Annonceur Module;Taux 2;045;"Optical Center - GIEN";"Zone commerciale Val Sologne  Rue de la Bosserie";45500;"GIEN";;;
EG0425370;;56262843;"Optical Center";"12   pl Charles de Gaulle 94200 Ivry sur Seine";;;;09324735;Annonceur Module;Taux 2;094;"Optical Center - IVRY SUR SEINE";"12  place du Général de Gaulle";94200;"IVRY SUR SEINE";;;
EG0425371;;56298752;"Optical Center TARARE";"1 bis pl République 69170 Tarare";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - TARARE";"1  place de la République";69170;"TARARE";;;
EG0425373;;56356482;"Optical Center";"15   r Lumieres 93100 Montreuil";;;;09324735;Annonceur Module;Taux 2;093;"Optical Center - MONTREUIL - GRAND ANGLE";"15 Rue des Lumières";93100;"MONTREUIL";;;
EG0425374;;56340605;"Optical Center PLAISANCE-DU-TOUCH";"39 rte Toulouse 31830 Plaisance du Touch";;;;09324735;Annonceur Module;Taux 2;031;"Optical Center - PLAISANCE-DU-TOUCH";"39  Route de Toulouse";31830;"PLAISANCE DU TOUCH";;;
EG0425375;;56317580;"Audioprothésiste SAINT BRIEUC - PLERIN Optical Center";"r Pont à l'Anglais 22190 PLERIN";;;;53550706;Annonceur Module;Taux 2;022;"Optical Center - SAINT-BRIEUC - PLÉRIN";"Rue du Pont de l'Anglais  Espace Commercial du Chêne Vert";22190;"PLERIN";;;
EG0425376;;56624608;"Optical Center";"31 av Montpellier 34540 BALARUC LE VIEUX";;;;09324735;Annonceur Module;Taux 2;034;"Optical Center - BALARUC-LE-VIEUX";"31  Avenue de Montpellier";34540;"BALARUC LE VIEUX";;;
EG0425377;;56314018;"Optical Center VERNON";"r Virolet 27200 VERNON";;;;09324735;Annonceur Module;Taux 2;027;"Optical Center - VERNON";"Rue Virolet";27200;"VERNON";;;
EG0425378;;09431729;"Optical Center";"  ccal Barnéoud 13170 Les Pennes Mirabeau";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - PLAN-DE-CAMPAGNE";"Centre Commercial Barnéoud  Avenue du Plan de Campagne";13170;"LES PENNES MIRABEAU";;;
EG0425380;;56540379;"Optical Center CHARTRES - BARJOUVILLE";"45 r Pierres Missigault 28630 BARJOUVILLE";;;;09324735;Annonceur Module;Taux 2;028;"Optical Center - CHARTRES - BARJOUVILLE";"45 Rue des Pierres Missigault";28630;"BARJOUVILLE";;;
EG0425382;;56499804;"Optical Center";"  rte Tranche 85000 La Roche sur Yon";;;;56499804;Annonceur;Taux 3;085;"Optical Center - LA ROCHE-SUR-YON - SUD AVENUE";"Route de la Tranche  ZAC de la Roche Sud";85000;"LA ROCHE SUR YON";;;
EG0425383;;56428501;"Optical Center NOEUX-LES-MINES";"  av Lac 62290 Noeux les Mines";;;;09324735;Annonceur Module;Taux 2;062;"Optical Center - NOEUX-LES-MINES";"Avenue du Lac  Base Loisinord";62290;"NOEUX LES MINES";;;
EG0425384;;56513188;"Optical Center";"Zone de Gros La Jambette 97232 Le Lamentin";;;;09324735;Annonceur Module;Taux 2;972;"Optical Center - LE LAMENTIN";"ZI La Jambette";97232;"LE LAMENTIN";;;
EG0425385;;56492607;"Optical Center";"3617 zi Jarry 97122 Baie Mahault";;;;09324735;Annonceur Module;Taux 2;971;"Optical Center - JARRY - BAIE-MAHAULT";"3617  Boulevard Marquisat de Houelbourg";97122;"BAIE-MAHAULT";;;
EG0425386;;56580066;"Optical Center OBERHOFFEN-SUR-MODER";"8 r Commerce 67240 Oberhoffen sur Moder";;;;09324735;Annonceur Module;Taux 2;067;"Optical Center - OBERHOFFEN-SUR-MODER";"8 rue du Commerce  Hall 2";67240;"OBERHOFFEN SUR MODER";;;
EG0425387;;57924813;"Optical Center";"2 rte Romans 26000 VALENCE";;;;09324735;Annonceur Module;Taux 2;026;"Optical Center - VALENCE - LES COULEURES";"Le Plateau des Couleures  Avenue de Romans";26000;"VALENCE";;;
EG0425388;;56534530;"Optical Center";"165 rte Paris 31150 Fenouillet";;;;09324735;Annonceur Module;Taux 2;031;"Optical Center - FENOUILLET";"165 Route de Paris";31150;"FENOUILLET";;;
EG0425389;;57089787;"Optical Center MARSEILLE - SAINT-LOUP";"159 bd Pont de Vivaux 13010 Marseille";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - MARSEILLE - SAINT-LOUP";"159  Boulevard de Pont de Vivaux";13010;"MARSEILLE";;;
EG0425391;;56491290;"Optical Center EPERNAY - PIERRY";"  che Forges 51530 Pierry";;;;09324735;Annonceur Module;Taux 2;051;"Optical Center - ÉPERNAY - PIERRY";"PAC les Forges";51530;"PIERRY";;;
EG0425392;;56773954;"Optical Center CHATEAU-GONTIER - AZE";"17 rte Sable 53200 AZE";;;;09324735;Annonceur Module;Taux 2;053;"Optical Center - CHÂTEAU-GONTIER - AZÉ";"17  Route de Sablé  ZAC de la Fougetterie";53200;"AZE";;;
EG0425393;;59191481;"Audioprothésiste LA MÉZIÈRE - ZAC CAP MALO Optical Center";"  av Phare du Grand Jardin 35520 Melesse";;;;53550706;Annonceur Module;Taux 2;035;"Optical Center - LA MÉZIÈRE - ZAC CAP MALO";"La Vieille Cour  ZAC CAP MALO 2";35520;"MELESSE";;;
EG0425394;;56800599;"Optical Center LAXOU - LA SAPINIERE";"6 bis r Saône 54520 Laxou";;;;09324735;Annonceur Module;Taux 2;054;"Optical Center - LAXOU - LA SAPINIÈRE";"6B  Rue de Saône";54520;"LAXOU";;;
EG0425396;;56591276;"Optical Center";"za Champ Bossu 71600 Paray le Monial";;;;09324735;Annonceur Module;Taux 2;071;"Optical Center - PARAY-LE-MONIAL";"Z A  du Champ Bossu";71600;"PARAY LE MONIAL";;;
EG0425399;;56617119;"Optical Center";"7 av Mercure 33390 SAINT MARTIN LACAUSSADE";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - BLAYE";"7  avenue Mercure  Route de Blaye";33390;"SAINT-MARTIN-LACAUSSADE";;;
EG0425400;;56563048;"Optical Center BAGNOLS-SUR-CEZE";"2 av Ernest Euzéby 30200 BAGNOLS SUR CEZE";;;;09324735;Annonceur Module;Taux 2;030;"Optical Center - BAGNOLS-SUR-CÈZE";"2  avenue Ernest Euzeby";30200;"BAGNOLS SUR CEZE";;;
EG0425404;;08852000;"Optical Center";"2 r Charles Robin 01000 BOURG EN BRESSE";;;;09324735;Annonceur Module;Taux 2;001;"Optical Center - BOURG-EN-BRESSE";"2 Rue Charles Robin";01000;"BOURG-EN-BRESSE";;;
EG0425405;;53550706;"Optical Center";"17 r Jean Louis Carra 01000 BOURG EN BRESSE";;;;09324735;Annonceur Module;Taux 2;001;"Optical Center - BOURG-EN-BRESSE - ZI LA CROIX BLANCHE";"17 Rue Jean Louis Carra";01000;"BOURG-EN-BRESSE";;;
EG0425406;;56773355;"Optical Center";"av Aublette 22100 QUEVERT";;;;53550706;Annonceur Module;Taux 2;022;"Optical Center - DINAN";"Avenue de l'Aubelette  ZAC des 4 routes";22100;"QUEVERT";;;
EG0425407;;56648910;"Opticien SAINT-MARTIN-BOULOGNE Optical Center";"zi Inquetrie 62280 SAINT MARTIN BOULOGNE";;;;09324735;Annonceur Module;Taux 2;062;"Optical Center - SAINT-MARTIN-BOULOGNE";"L'inquétrie   RN42";62280;"SAINT-MARTIN-BOULOGNE";;;
EG0425411;;57018823;"Optical Center TARBES - IBOS";"19 rte Pau 65000 Tarbes";;;;53550706;Annonceur Module;Taux 2;065;"Optical Center - TARBES - IBOS";"19  Route de Pau";65000;"TARBES";;;
EG0425413;;58466886;"Optical Center";"118 bd Plymouth 29200 BREST";;;;09324735;Annonceur Module;Taux 2;029;"Optical Center - BREST - IROISE";"118 Boulevard de Plymouth";29200;"BREST";;;
EG0425414;;56890384;"Optical Center";"151 bd Georges Brassens 12100 MILLAU";;;;09324735;Annonceur Module;Taux 2;012;"Optical Center - MILLAU";"151  Boulevard Georges Brassens  Centre Commercial Géant Casino";12100;"MILLAU";;;
EG0425415;;56820113;"Optical Center LIBERCOURT - CARVIN";"zi Les Botiaux 62820 Libercourt";;;;09324735;Annonceur Module;Taux 2;062;"Optical Center - LIBERCOURT - CARVIN";"ZI des Botiaux";62820;"LIBERCOURT";;;
EG0425416;;53053462;"Optical Center";"1 pl Gén de Gaulle 93340 LE RAINCY";;;;09324735;Annonceur Module;Taux 2;093;"Optical Center - LE RAINCY";"1 Place du Général de Gaulle";93340;"LE RAINCY";;;
EG0425417;;56771395;"Optical Center";"17 r Dessirier 57400 BUHL LORRAINE";;;;09324735;Annonceur Module;Taux 2;057;"Optical Center - SARREBOURG";"17 Rue Dessirier";57400;"BUHL LORRAINE";;;
EG0425418;;56874998;"Optical Center";"48 r Delcassé 09000 FOIX";;;;09324735;Annonceur Module;Taux 2;009;"Optical Center - FOIX";"48  rue Théophile Delcassé";09000;"FOIX";;;
EG0425422;;08790290;"Audioprothésiste PUILBOREAU - LA-ROCHELLE Optical Center";"a L'Extérieur 17138 PUILBOREAU";;;;53550706;Annonceur Module;Taux 2;017;"Optical Center - PUILBOREAU - LA ROCHELLE";"Zac de Beaulieu";17138;"Puilboreau";;;
EG0425423;;52915929;"Optical Center";"20 rte Paris 86360 Chasseneuil du Poitou";;;;09324735;Annonceur Module;Taux 2;086;"Optical Center - POITIERS - CHASSENEUIL";"20 Allée du Haut Poitou";86360;"CHASSENEUIL-DU-POITOU";;;
EG0425424;;09476638;"Optical Center";"21   r Robert Turgot 79000 Niort";;;;09324735;Annonceur Module;Taux 2;079;"Optical Center - NIORT";"21 Rue Robert Turgot  ZAC MENDES FRANCE";79000;"NIORT";;;
EG0425425;;52915952;"Optical Center Châtellerault";"2 all Argenson 86100 CHATELLERAULT";;;;09324735;Annonceur Module;Taux 2;086;"Optical Center - CHÂTELLERAULT";"2 Allée d'Argenson";86100;"CHÂTELLERAULT";;;
EG0425426;;55627682;"Optical Center";"  rte Vauzelles 37600 Loches";;;;09324735;Annonceur Module;Taux 2;037;"Optical Center - LOCHES";"Route de Vauzelles  Parc Commercial du Bon Raisin";37600;"LOCHES";;;
EG0425427;;57071763;"Optical Center";"49 bd Costa de Beauregard 74600 SEYNOD";;;;09324735;Annonceur Module;Taux 2;074;"Optical Center - SEYNOD";"49  Boulevard Costa de Beauregard";74600;"SEYNOD";;;
EG0425429;;56995664;"Optical Center";"4 bis r Abel Jonget 43100 Brioude";;;;09324735;Annonceur Module;Taux 2;043;"Optical Center - BRIOUDE";"4B  rue Abel Jonget  Lieu Dit Saint Ferreol";43100;"BRIOUDE";;;
EG0425430;;57008828;"Optical Center";"22 pl Vauban 89200 AVALLON";;;;09324735;Annonceur Module;Taux 2;089;"Optical Center - AVALLON";"22  Place Vauban";89200;"AVALLON";;;
EG0425432;;57045515;"Optical Center";"rte Nationale 10 64340 BOUCAU";;;;09324735;Annonceur Module;Taux 2;064;"Optical Center - TARNOS";"Route Nationale 10";64340;"BOUCAU";;;
EG0425435;;57089687;"Optical Center";"7 av Mar de Lattre de Tassigny 01200 CHATILLON EN MICHAILLE";;;;09324735;Annonceur Module;Taux 2;001;"Optical Center - CHÂTILLON-EN-MICHAILLE";"7  avenue du Maréchal de Lattre de Tassigny";01200;"CHATILLON EN MICHAILLE";;;
